Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 277,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,1,0,10,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7
Value 278,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,1,0,10,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7
Value 279,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,1,0,10,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7
Value 280,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,1,0,10,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7
Value 281,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,1,0,10,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7
Value 282,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,1,0,10,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7
Value 283,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,1,0,10,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7
Value 284,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42,3,0,0,0,0,42
Value 285,4,1,0,10,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7
Value 286,5,0,0,0,0,7,5,1,0,10,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7
Value 287,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,1,0,10,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7
Value 288,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,1,0,10,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7
Value 289,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,1,0,10,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7
Value 290,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,1,0,10,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7
Value 291,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,1,0,10,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7
Value 292,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,1,0,10,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7
Value 293,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,1,0,10,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7
Value 294,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,1,0,10,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7
Value 295,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,1,0,10,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7
Value 296,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,1,0,10,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7
Value 297,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,42
Value 298,1,1,0,10,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7
Value 299,2,0,0,0,0,7,2,1,0,10,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7
